code,city,province,year,built_district,pub_income,pub_expend,dist_pop,city_pop,gdp,primary_gdp_per,secondary_gdp_per,tertiary_gdp_per,output_value,output_dom,vat,invest_fixassets,invest_realestate,electric_use
148,Nanping,Fujian,2011,28,486803,1163218,313.4,49.7,8943055,23.82,42.13,34.05,9317517,8159559,192101,6692368,683070,477792
148,Nanping,Fujian,2010,26,385886,870249,313.9,49.73,7286525,21.89,41.83,36.28,7774451,6688658,157465,6220150,671312,342977
148,Nanping,Fujian,2009,26,313852,702391,310.1,49.27,6216534,22.47,39.69,37.83,5970695,4981739,134831,5020295,407742,289587
148,Nanping,Fujian,2008,26,280461,557180,308.13,49.15,5591439,23.82,39.41,36.77,5265203,4404767,133030,3962582,391359,292941
148,Nanping,Fujian,2007,20,238904,419383,306.33,48.84,4665770,23.96,37.91,38.13,4192531,3462726,129044,2994844,418822,265216
148,Nanping,Fujian,2006,20,184195,314277,305.27,48.75,3931859,25.81,35.33,38.86,3188682,2449087,107840,2159010,275367,235341
148,Nanping,Fujian,2005,20,150829,248186,305.07,48.78,3480016,26.77,34.56,38.67,2516780,2078360,89413,1583476,194674,207874
148,Nanping,Fujian,2004,20,131641,217232,304.41,48.83,3216960,25.87,34.74,39.39,2093328,1665641,74476,1291239,154022,112884
148,Nanping,Fujian,2003,20,118984,196121,304.47,49.02,2826381,24.88,34.95,40.17,1571419,1280076,66577,966644,134460,104523
153,Ningde,Fujian,2013,33,886949,1859540,347.2,47,12387205,18.05,50.66,31.28,23231167,22215666,657235,9100220,2210450,148200
153,Ningde,Fujian,2012,33,706378,1421845,342.3,46,10777262,18.69,47.84,33.48,18291120,17408963,525033,6137228,1380439,114533
153,Ningde,Fujian,2011,21,543043,1140729,340,45.2,9301166,18.13,46.85,35.02,14074417,13431473,363472,4462696,987017,100198
153,Ningde,Fujian,2010,19,405056,866062,339.37,44.46,7386099,18.5,42.95,38.56,9174539,8544888,230918,3717092,586180,80722
153,Ningde,Fujian,2009,17,275414,693331,335.95,43.26,6122829,18.54,40.09,41.37,6173289,5657031,101312,2871547,325474,70200
153,Ningde,Fujian,2008,17,242153,548023,335.03,43.79,5426716,19.85,40.39,39.76,5108679,4555159,158504,2369966,323722,66400
153,Ningde,Fujian,2007,17,201849,430179,330.44,43.17,4574559,20.29,38.04,41.67,3778047,3406567,112855,1813094,340184,58784
153,Ningde,Fujian,2006,12,157380,328893,328.1,42.77,3839988,23.01,36.26,40.73,2638952,2338825,84708,1578990,214494,50625
153,Ningde,Fujian,2005,12,126486,258559,327.03,42.4,3435992,24.42,34.64,40.94,1872911,1619896,59404,1355418,169776,32046
153,Ningde,Fujian,2004,11,101909,226521,326.74,42.11,3090407,24.89,36.59,38.52,1284082,1054907,37316,1018668,161955,22114
153,Ningde,Fujian,2003,9,90917,207670,325.81,41.75,2698690,25.53,35.34,39.13,938592,752416,32664,740655,136002,24944
159,Putian,Fujian,2013,50,949205,1441627,334.2,222.9,13428623,8.41,56.56,35.03,20089195,13705090,463143,11645376,2833227,518439
159,Putian,Fujian,2012,50,774465,1177859,329.3,219.4,12027880,8.92,58.21,32.87,16766191,11200765,406019,9007135,1985912,523016
159,Putian,Fujian,2011,55,639272,954086,326.5,217.4,10506159,9.4,58.37,32.22,15238121,9715605,354171,6993255,1528347,490469
159,Putian,Fujian,2010,55,476336,793185,323.54,215.45,8503257,10.33,56.11,33.56,12665314,7768665,219165,4965196,879135,436831
159,Putian,Fujian,2009,53,379066,625898,319.61,212.98,6914192,11.08,54.24,34.68,9590918,5495704,182886,3627046,633311,331186
159,Putian,Fujian,2008,52,295550,453474,316.64,210.91,6099627,12.31,56.54,31.15,8039841,4094052,165840,2995818,608282,302483
159,Putian,Fujian,2007,49,238181,325365,310.26,207.04,5117039,12.73,54.95,32.32,6271604,2880516,156225,2409255,496138,279769
159,Putian,Fujian,2006,47,184861,257419,306.97,205.43,4236808,13.43,55.26,31.32,4827853,1955160,124780,1651845,260518,249918
159,Putian,Fujian,2005,32,145643,195486,304.81,203.76,3599087,14.29,53.35,32.37,3768808,1583904,95303,1154134,214669,220707
159,Putian,Fujian,2004,30,102080,174588,303.68,202.67,3084822,14.79,50.6,34.61,2773595,1081003,83654,795681,134670,185329
159,Putian,Fujian,2003,29,95526,154891,301.84,201.63,2627554,15.25,49.74,35.01,2191847,760129,78597,593728,85544,156747
168,Quanzhou,Fujian,2013,222,3469079,4222149,703.5,105.1,52180021,3.28,61.84,34.88,93791087,46957207,2571139,24435088,5854460,814315
168,Quanzhou,Fujian,2012,214,2934560,3564437,693.2,103.8,47264953,3.4,62.22,34.39,83784938,39764859,2336690,19634212,3955003,799256
168,Quanzhou,Fujian,2011,222,2420856,2969907,689.5,103.2,42708864,3.55,62.34,34.11,79618307,36348307,1998789,15282332,2743607,759361
168,Quanzhou,Fujian,2010,160,1815324,2296427,685.27,103.11,35649739,3.71,60.16,36.13,62604054,27423613,1752910,12508091,2031121,703472
168,Quanzhou,Fujian,2009,96,1500538,1869038,680.85,102.94,30695003,3.8,57.95,38.25,48835925,21424139,1423173,9764677,1467187,648138
168,Quanzhou,Fujian,2008,89,1371713,1613540,677.73,102.71,27052915,4.45,59.35,36.2,41843110,17627229,1345044,8584555,1326669,568425
168,Quanzhou,Fujian,2007,85,1146092,1339436,674.29,102.43,22837002,4.69,59.07,36.24,34166259,14791020,1110074,6951101,1148418,530634
168,Quanzhou,Fujian,2006,80,930330,1047758,670.4,101.65,19007599,5.13,58.64,36.23,26744228,12054775,759155,4944874,874861,461242
168,Quanzhou,Fujian,2005,62,761139,860902,667.66,100.33,16263034,6.02,57.77,36.21,21170226,9181090,535884,4291122,685602,411119
168,Quanzhou,Fujian,2004,58,586540,717266,665.28,99.08,16029716,6.01,53.5,40.5,16595200,7397342,461346,3587936,581532,361544
168,Quanzhou,Fujian,2003,58,500300,607244,662.62,97.77,13801105,6.09,53.24,40.67,11397980,4834766,352320,2784777,391318,321972
173,Sanming,Fujian,2013,34,898450,1873622,278.5,28.3,14775868,15.63,52.24,32.13,25747459,24429520,677695,13341251,1620235,394300
173,Sanming,Fujian,2012,33,774353,1532235,274.2,28.2,13392862,15.75,50.95,33.3,22486484,20961598,610639,10928616,1399828,392576
173,Sanming,Fujian,2011,29,645368,1208542,273.4,28.2,12118142,16.12,50.41,33.47,19510922,18021404,553707,9230331,1057275,376652
173,Sanming,Fujian,2010,28,496415,970095,272.73,28.3,9751020,17.26,49.25,33.5,13288492,12174834,421775,8478111,948189,328905
173,Sanming,Fujian,2009,26,379648,751466,271.06,28.36,8002444,18.28,45.66,36.06,9742752,8883771,315699,6782606,748058,324737
173,Sanming,Fujian,2008,25,329580,530180,270.15,28.38,6669222,20.78,47.82,31.39,8778834,8021598,329510,5124699,663199,349876
173,Sanming,Fujian,2007,24,274867,457014,269.5,28.31,5456879,21.77,43.3,34.93,6366147,5758458,266170,3631407,473438,331013
173,Sanming,Fujian,2006,24,220268,338263,268.64,28.25,4535752,23.67,40.55,35.78,4788399,4318030,202983,2412893,263848,241353
173,Sanming,Fujian,2005,20,193328,281278,268.13,28.42,3928434,24.92,38.27,36.81,3862854,3498922,160594,1678468,145905,237269
173,Sanming,Fujian,2004,19,173776,248747,267.94,28.31,3758431,23.22,44.08,32.7,3152641,2883658,142769,1322941,151441,245273
173,Sanming,Fujian,2003,19,151348,214681,267.66,28.25,3206821,24.26,41.75,33.98,2369389,2186124,127156,1005234,89816,224059
225,Xiamen,Fujian,2013,282,4905996,5167402,196.8,196.8,30181565,0.86,47.54,51.6,47162101,11562766,823311,13372572,5318029,2002650
225,Xiamen,Fujian,2012,264,4229089,4609779,190.9,190.9,28170697,0.89,48.77,50.33,44863499,10496926,784051,13229846,5188791,1875722
225,Xiamen,Fujian,2011,246,3707718,3890726,185.3,185.3,25393132,0.97,51.08,47.95,43995176,10422571,698418,11280872,4381217,1745300
225,Xiamen,Fujian,2010,230,2891748,3069468,180.21,180.21,20600737,1.12,49.73,49.15,36889483,9116859,685374,10099850,3961254,1550100
225,Xiamen,Fujian,2009,212,2405608,2680527,177,177,17372349,1.18,47.26,51.56,28127627,7175303,594855,8821159,2945940,1281795
225,Xiamen,Fujian,2008,197,2202343,2380896,173.67,173.67,15600218,1.38,52.44,46.18,29702277,7108230,534040,9283240,3239564,1251154
225,Xiamen,Fujian,2007,180,1865262,1986559,167.24,167.24,13878520,1.33,53.1,45.57,27411278,5845459,463085,9277014,3457362,1188788
225,Xiamen,Fujian,2006,127,1361653,1591253,160.38,160.38,11680229,1.59,53.87,44.53,23678616,4530576,438132,6620984,2139308,1032294
225,Xiamen,Fujian,2005,127,989474,1216172,153.22,153.22,10065831,2.08,54.87,43.05,20291174,3763100,373785,4016175,1140742,899691
225,Xiamen,Fujian,2004,112,650153,1015888,146.77,146.77,8832098,2.25,59.32,38.42,17966627,3694285,317188,3046531,914610,759200
225,Xiamen,Fujian,2003,104,701456,902510,141.76,141.76,7596934,2.42,58.51,39.06,13201500,2036100,284757,2451180,792737,688310
268,Zhangzhou,Fujian,2013,59,1548628,2622539,489.5,57.5,22360244,15.45,48.82,35.72,32592103,19485858,1775649,17132640,3561031,517997
268,Zhangzhou,Fujian,2012,56,1317078,2217738,482.5,56.7,20177971,15.88,47.96,36.16,27223742,15734587,1397787,14440850,2544853,481200
268,Zhangzhou,Fujian,2011,53,1120936,1824288,479.2,56,17682006,16.59,47.29,36.12,25233200,13460500,1206000,10756488,2234841,326731
268,Zhangzhou,Fujian,2010,51,885656,1475168,476.36,55.5,14307097,17.8,45.57,36.62,19389247,9381174,687000,8371065,1596212,278378
268,Zhangzhou,Fujian,2009,48,709464,1207303,471.77,55.01,11780103,18.56,44.14,37.3,14361809,6188436,507088,5792055,993051,455732
268,Zhangzhou,Fujian,2008,48,604859,922578,468.5,54.6,10020167,21.32,44.51,34.18,12435010,5273667,345466,4413992,1120375,432637
268,Zhangzhou,Fujian,2007,47,474086,682974,463.1,55.53,8548082,21.81,43.17,35.02,9988735,4024833,263384,3270423,835318,381383
268,Zhangzhou,Fujian,2006,45,350550,495690,459.14,53.89,7169115,23.47,42.4,34.13,7854310,2854797,272448,2394352,553932,324692
268,Zhangzhou,Fujian,2005,45,269600,358600,457.37,53.36,6285310,24.64,40.61,34.76,6203610,2039403,150178,1952181,416573,285356
268,Zhangzhou,Fujian,2004,43,201046,311431,455.83,52.67,7020241,20.34,41.34,38.32,4891112,1589434,124230,1638773,327280,237865
268,Zhangzhou,Fujian,2003,40,172466,264043,453.93,51.87,6033969,21.01,39.35,39.65,3351702,1099727,100443,1408467,209877,215719
9,Baiyin,Gansu,2013,59,241102,1177355,177,48.9,4633061,11.51,54.63,33.86,6954882,6712940,157541,3520177,228192,825641
9,Baiyin,Gansu,2012,57,240912,1128420,175.7,49.2,4337651,11.2,57.31,31.49,6473188,6234388,219985,3208842,198664,792177
9,Baiyin,Gansu,2011,56,171166,844129,179.4,50.2,3758008,11.18,57.43,31.39,5571252,5324459,204522,2213745,152188,841558
9,Baiyin,Gansu,2010,55,118411,721316,180.39,49.98,3111826,12.1,54.99,32.91,4299063,4081052,112228,1891123,117517,761582
9,Baiyin,Gansu,2009,54,99240,589799,179.55,49.66,2653311,12.39,55.26,32.35,3285898,3102083,92598,1482830,68368,646382
9,Baiyin,Gansu,2008,51,85059,428333,178.06,49.39,2442835,12.4,56.4,31.2,3199886,2947160,235281,1110954,62796,622353
9,Baiyin,Gansu,2007,51,70393,320246,176.34,48.6,2075226,12.87,55.57,31.56,2819213,2590915,147378,909635,42718,560438
9,Baiyin,Gansu,2006,51,55947,228630,174.54,47.88,1757102,12.47,54.25,33.27,2307153,2163907,114573,762318,31208,551633
9,Baiyin,Gansu,2005,51,47052,176736,174.57,47.53,1465368,14.35,50.52,35.13,1735082,1611109,94159,659574,410672,477306
9,Baiyin,Gansu,2004,51,42509,138494,174.58,47.27,1263304,14.93,54.99,30.09,1375010,1372691,72573,546325,23779,376155
9,Baiyin,Gansu,2003,51,36624,126921,173.64,46.97,1053445,13.9,52.68,33.42,1006220,1006220,73628,420044,12858,302603
45,Dingxi,Gansu,2013,15,170465,1769167,300.1,46.6,2522182,29.41,25.6,44.98,1324612,1324612,20358,5108951,604337,13912
45,Dingxi,Gansu,2012,18,131115,1486708,296.3,46.6,2232711,30.32,26.96,42.72,1015072,1009217,17743,3922905,452108,12108
45,Dingxi,Gansu,2011,23,100043,1177050,302.3,47,1869420,28.29,27.71,44,648396,644075,14065,2816592,252293,11108
45,Dingxi,Gansu,2010,23,72455,907177,300.38,46.65,1560193,30.58,25.11,44.31,527495,525180,14161,1939830,183149,10055
45,Dingxi,Gansu,2009,23,50439,726790,299.43,46.73,1319394,30.77,23.57,45.66,445159,444102,11716,1256633,99519,8055
45,Dingxi,Gansu,2008,23,40292,531676,297.81,46.57,1056400,36.13,22.9,40.97,416450,408030,14636,805240,80334,38085
45,Dingxi,Gansu,2007,22,32397,381405,296.12,46.5,1001031,38.07,22.92,39.01,425785,413756,12053,552791,55320,38084
45,Dingxi,Gansu,2006,22,27007,280610,293.01,46,807964,40.1,18.79,41.11,204642,194439,8579,428331,30166,20178
45,Dingxi,Gansu,2005,22,25084,212366,291.58,45.96,713036,41.39,18.2,40.42,170493,128868,5755,350838,83670,14112
45,Dingxi,Gansu,2004,5,31600,196500,296.99,47.71,630590,41.4,26.8,31.8,179126,135498,,305421,16567,10518
45,Dingxi,Gansu,2003,5,32145,163826,296.35,47.61,560458,41.57,25.51,32.91,154871,115798,6037,248973,13760,16605
97,Jiayuguan,Gansu,2013,65,153335,225419,20,20,2262175,1.63,74.5,23.86,8502600,8502600,138600,1029736,224836,1562917
97,Jiayuguan,Gansu,2012,62,128537,196245,19.8,19.8,2691460,1.39,81.82,16.79,7177210,7177210,154900,933488,194874,1298559
97,Jiayuguan,Gansu,2011,55,110111,167839,19.5,19.5,2355352,1.32,81.93,16.75,7204400,7204400,225600,652426,122804,747851
97,Jiayuguan,Gansu,2010,50,83365,121922,21.8,21.8,1843192,1.34,80.16,18.5,5155800,5155800,174800,495821,117673,593739
97,Jiayuguan,Gansu,2009,44,74808,103122,20.87,20.87,1600500,1.42,78.88,19.7,4174200,4174200,184200,404403,109098,604251
97,Jiayuguan,Gansu,2008,42,68507,95797,18.59,18.59,1441043,1.17,82.08,16.75,3938662,3937908,165061,536807,85190,500219
97,Jiayuguan,Gansu,2007,41,55814,78549,18.14,18.14,1201845,1.24,81.59,17.17,3129752,3129552,210607,529514,34497,454412
97,Jiayuguan,Gansu,2006,38,45244,57633,17.61,17.61,986572,1.38,80.63,18,2218921,2218921,105519,523850,17331,354662
97,Jiayuguan,Gansu,2005,37,40133,49324,17.22,17.22,813069,1.41,78.88,19.71,1911663,1911663,106376,507999,507999,345115
97,Jiayuguan,Gansu,2004,36,35001,39065,16.76,16.76,444385,2.25,84.88,12.87,961282,961282,106480,425821,22763,265426
97,Jiayuguan,Gansu,2003,35,26623,33050,16.37,16.37,317731,2.81,81.33,15.86,694161,694161,74059,290668,23717,181719
100,Jinchang,Gansu,2013,39,158695,386400,46.9,23.1,2520357,6.27,72.67,21.07,7876838,7876838,69094,2017061,91425,
100,Jinchang,Gansu,2012,39,133214,335796,46.7,23.1,2433884,5.5,75.8,18.7,7247962,7247962,190006,1848746,76762,
100,Jinchang,Gansu,2011,39,113825,286949,46.6,23,2327546,5.16,78.37,16.48,6758247,6758247,138385,1307142,64407,
100,Jinchang,Gansu,2010,37,102203,245239,46.48,20.42,2105134,5.31,79.29,15.4,5411044,5411044,110319,1077771,48256,
100,Jinchang,Gansu,2009,37,92328,213872,47.57,21.53,1947494,5.26,79.94,14.8,4295974,4295974,85559,891369,59790,
100,Jinchang,Gansu,2008,32,61120,82870,47.29,21.41,1944259,4.95,81.02,14.03,4419967,4419967,131670,733380,19885,390719
100,Jinchang,Gansu,2007,32,84249,159367,47.3,21.39,2132190,4.23,84.39,11.38,5102620,5102620,299753,508140,17997,390716
100,Jinchang,Gansu,2006,30,61413,114584,46.83,21.15,1526136,5.15,80.65,14.2,3369584,3369584,203933,518141,25267,246000
100,Jinchang,Gansu,2005,30,42948,88052,46.57,21.05,1158700,6.13,77.22,16.66,2167328,2167328,111932,397281,363581,198497
100,Jinchang,Gansu,2004,29,34282,65257,46.31,20.94,855262,6.9,80.34,12.76,1537825,1537825,107487,305994,5960,168915
100,Jinchang,Gansu,2003,29,28696,58745,46.03,20.82,541581,9.86,71.75,18.39,856554,856554,66551,234203,4200,171333
110,Jiuquan,Gansu,2013,43,266996,966940,110.8,40.9,6419382,10.59,53.02,36.39,7494809,7381393,92907,8297429,412216,114101
110,Jiuquan,Gansu,2012,42,211778,889284,98.8,40.7,5745681,12.15,53.49,34.36,6966888,6867815,118388,7840200,282905,96316
110,Jiuquan,Gansu,2011,40,165018,754091,99.1,40.6,4815458,12.25,52.32,35.42,5673508,5606320,135293,5639310,258351,85274
110,Jiuquan,Gansu,2010,38,119072,597463,97.95,40.38,4050348,13.38,51.89,34.73,4880265,4805837,112061,4386147,137420,75610
110,Jiuquan,Gansu,2009,37,96490,459725,96.42,40.12,3210478,14.63,48.32,37.05,2686930,2646711,63593,3001638,105316,51242
110,Jiuquan,Gansu,2008,36,85477,360732,95.8,36.42,2480173,17.4,49.05,33.55,2797658,2772460,54804,1571814,96088,59064
110,Jiuquan,Gansu,2007,29,76000,270543,93.57,35.97,2032500,19.83,45.39,34.78,2486644,2456804,39165,1159875,58523,41969
110,Jiuquan,Gansu,2006,29,51402,200921,91.16,35.25,1732453,19.7,44.37,35.93,1746096,1726150,59188,927947,37802,38680
110,Jiuquan,Gansu,2005,29,42476,170612,90.26,34.87,1460284,20.18,42.74,37.09,1398443,1382829,65982,736096,235064,36365
110,Jiuquan,Gansu,2004,22,42397,131918,92.53,34.56,1222504,21.94,46.19,31.87,1223650,1208612,33888,586158,30753,33210
110,Jiuquan,Gansu,2003,22,39122,128582,91.84,34.21,1066855,23.64,42.94,33.42,977030,961346,31452,532295,23032,30471
118,Lanzhou,Gansu,2013,198,1244956,2423426,368.6,247.1,17762823,2.77,46.19,51.05,24149500,23317200,588200,13168629,2868054,1370989
118,Lanzhou,Gansu,2012,198,1037303,2025976,321.5,206.4,15638180,2.85,47.62,49.53,20843600,20129600,558000,12391809,2333093,1672923
118,Lanzhou,Gansu,2011,197,864897,1754806,323.3,209.1,13600299,2.94,48.27,48.78,18940800,18342600,535300,9505758,1596724,1504368
118,Lanzhou,Gansu,2010,196,727579,1469264,323.54,210.36,11003898,3.07,48.09,48.84,15926000,15356000,567200,6606877,1182815,1473092
118,Lanzhou,Gansu,2009,184,570385,1198342,323.59,210.47,9259821,3.3,46.83,49.87,13248800,12753900,546500,5061800,986100,1352332
118,Lanzhou,Gansu,2008,183,508618,996601,322.28,209.99,8462811,3.32,47.06,49.62,13762072,13236798,317426,4319838,925125,1305456
118,Lanzhou,Gansu,2007,176,466256,832982,319.28,208.03,7327581,3.56,45.87,50.57,11806174,11375072,318046,3586085,744476,1218862
118,Lanzhou,Gansu,2006,169,331417,631321,313.64,203.8,6384705,3.56,45.48,50.96,9531331,9142818,226341,2982056,538113,1778856
118,Lanzhou,Gansu,2005,161,289256,502206,311.74,202.37,5670437,3.9,44.09,52.01,7887816,7562083,212516,2595851,2322782,1689913
118,Lanzhou,Gansu,2004,141,249521,409025,308.11,199.15,5046500,4.08,54.49,41.43,6499112,6163064,206905,2319191,446621,1472840
118,Lanzhou,Gansu,2003,141,205660,365731,304.36,194.91,4400803,4.22,52.86,42.92,5215490,4881142,191319,2106367,301456,1408376
157,Pingliang,Gansu,2013,35,226155,1300000,231.9,51.4,3410775,22.28,42.98,34.75,2972038,2972038,164082,4428441,400486,119560
157,Pingliang,Gansu,2012,33,195597,1240596,234,53.9,3245086,21.12,47.43,31.45,2748267,2748267,159209,7038762,296667,120323
157,Pingliang,Gansu,2011,22,160088,1021848,233,53.6,2761872,20.64,48.3,31.06,2058400,2058400,150500,3150000,165080,113929
157,Pingliang,Gansu,2010,20,130156,858600,231.82,50.94,2318873,21.82,46.92,31.27,1497855,1497855,112214,2660027,164102,80450
157,Pingliang,Gansu,2009,49,95226,758415,229.77,49.99,1956563,22.17,45.36,32.46,1155000,1155000,89700,1946200,127200,91455
157,Pingliang,Gansu,2008,48,82436,552691,228.23,49.63,1750618,22.28,43.44,34.28,1037748,1035491,86571,1304982,86760,60236
157,Pingliang,Gansu,2007,48,69615,372633,226.83,49.3,1478204,24.21,39.72,36.07,765242,765242,68187,918444,67594,62780
157,Pingliang,Gansu,2006,48,57649,276198,225.48,49.01,1255928,23.45,39.39,37.17,631161,631161,54160,658800,57516,68550
157,Pingliang,Gansu,2005,36,51011,206519,218.15,48.73,4749203,5.67,9,85.34,525159,525159,49451,485500,169260,50827
157,Pingliang,Gansu,2004,24,47868,180094,222.93,48.46,963426,25.95,39.57,34.48,532009,532009,43697,364168,27562,43059
157,Pingliang,Gansu,2003,18,41320,154753,222.28,48.31,806051,25.43,37.61,36.96,250293,241445,30874,316234,17709,37440
162,Qingyang,Gansu,2013,61,637346,1833559,264.1,37.7,6053667,12.72,59.47,27.81,7432921,7416717,400219,9531893,667172,41881
162,Qingyang,Gansu,2012,61,531091,1587875,262.3,37.3,5293638,13.79,62.24,23.97,7792083,7770536,375691,8899125,507307,40723
162,Qingyang,Gansu,2011,25,443401,1351335,262,36.6,4543451,12.82,63.38,23.8,6791435,6774418,254914,6277432,174689,31200
162,Qingyang,Gansu,2010,21,300247,1136575,259.18,35.81,3576095,14.27,60.08,25.65,4058931,4005339,149946,4880175,122893,23000
162,Qingyang,Gansu,2009,17,226429,888352,260.95,35.57,3022211,14.39,59.96,25.64,2885452,2846391,128632,3535307,107840,20918
162,Qingyang,Gansu,2008,14,174620,687142,258.23,34.51,2484991,15.56,60.55,23.89,2481127,2465271,144774,2230142,43431,19820
162,Qingyang,Gansu,2007,14,104172,484592,255.95,34.1,2008175,16.15,59.22,24.63,1993502,1984350,145342,1350013,40920,18426
162,Qingyang,Gansu,2006,14,84757,384378,251.83,33.41,1715456,16.54,57.77,25.69,1720907,1714058,148312,969851,37078,16700
162,Qingyang,Gansu,2005,13,67234,266095,251.29,32.86,1438181,18.67,54.27,27.06,1277105,1270324,81964,795800,204238,81614
162,Qingyang,Gansu,2004,13,54791,209637,256.69,32.97,1083062,21.29,49.26,29.45,887178,887178,60275,610178,13404,31200
